review,sentiment,label
"Quán này nổi tiếng lâu rồi, ghé ăn thử mà thấy bình thường, không xuất sắc.",neutral,1
"Gọi món ốc xào me mà ốc toàn vỏ, chả có thịt. Quá tệ!",negative,0
"Phở bò tái nạm đỉnh cao! Nước dùng đậm đà, thịt mềm tan. 10 điểm.",positive,2
"Thái độ phục vụ của nhân viên không thể chấp nhận được, như kiểu ban ơn cho khách.",negative,0
Món lẩu hải sản hơi ít đồ so với giá tiền. Ăn tạm no.,neutral,1
"Bún chả ngon tuyệt, chả nướng thơm lừng, nước chấm vừa miệng.",positive,2
Chờ món gần 40 phút mà mang ra thì nguội tanh. Quán làm ăn chậm chạp.,negative,0
"Cà phê trứng ở đây khá lạ miệng, béo ngậy, đáng thử.",positive,2
Không gian quán hơi chật và ồn ào. Đồ ăn tạm ổn.,neutral,1
Giá đắt một cách vô lý cho một tô mì nhỏ xíu.,negative,0
"Bánh mì chảo nóng hổi, pate và trứng thơm ngon. Sẽ quay lại.",positive,2
"Món gỏi vị chua ngọt hơi gắt, không được thanh.",neutral,1
Tìm thấy tóc trong tô bún. Cực kỳ mất vệ sinh!,negative,0
"Trà sữa vị trà rất thơm, topping dai ngon. Tôi rất thích.",positive,2
"Chỉ là một quán bình dân, đồ ăn vừa phải, không có gì nổi bật.",neutral,1
"Hải sản không tươi, ăn vào có mùi tanh. Bỏ hết.",negative,0
"Quán trang trí đẹp, món tráng miệng rất ngon và bắt mắt.",positive,2
"Đồ ăn hơi cay so với khẩu vị của tôi, lần sau sẽ dặn bớt.",neutral,1
"Thịt bò dai nhách, nhai mỏi cả hàm. Rất thất vọng.",negative,0
"Sushi tươi ngon, đa dạng, nhân viên lịch sự. Dịch vụ 5 sao.",positive,2
Đặt mang về bị đổ hết nước dùng ra ngoài. Đóng gói quá kém.,negative,0
"Ăn cũng được, no bụng. Không dở mà cũng không quá đặc sắc.",neutral,1
"Cơm chiên tôm cháy tỏi thơm lừng, hạt cơm tơi xốp.",positive,2
"Nước uống quá ngọt, không đúng với lời quảng cáo 'ít đường'.",negative,0
"Bàn ghế hơi dơ, có cảm giác không được sạch sẽ.",neutral,1
"Pizza đế mỏng giòn rụm, phô mai béo ngậy. Ăn rất đã.",positive,2
Giá cả không tương xứng với chất lượng món ăn.,negative,0
"Mình gọi món gà nướng, thấy vị ướp hơi nhạt.",neutral,1
"Món cari Thái chuẩn vị, cay nồng và béo ngậy. Tuyệt vời!",positive,2
"Nhân viên quên món của tôi, phải nhắc 3 lần mới mang ra.",negative,0
"Quán đông quá nên phục vụ hơi chậm, nhưng đồ ăn thì ngon.",neutral,1
"Kem ở đây ngon nhất tôi từng ăn, vị trái cây tươi mát.",positive,2
"Bánh ngọt cũ, ăn có vị chua, chắc để lâu rồi.",negative,0
"Món mì ý hải sản sốt kem béo ngậy, đúng khẩu vị của tôi.",positive,2
"Chỉ ghé mua mang đi, thấy mọi thứ cũng ổn.",neutral,1
"Bánh xèo quá nhiều dầu mỡ, ăn ngấy không chịu được.",negative,0
"Thức uống pha chế rất chuyên nghiệp, trang trí đẹp mắt.",positive,2
"Quán tính nhầm tiền, phải kiểm tra lại hóa đơn.",negative,0
"Súp bí đỏ có mùi thơm, nhưng hơi loãng.",neutral,1
"Gà rán giòn tan, thịt bên trong vẫn mềm ẩm. Xuất sắc!",positive,2
"Không gian quá hẹp, bàn ghế kê sát nhau, không thoải mái.",negative,0
"Bữa ăn này tạm hài lòng, không có gì để phàn nàn.",neutral,1
"Quán có view đẹp, thích hợp để hẹn hò.",positive,2
"Rau sống bị úng nước, nhìn không muốn ăn.",negative,0
Giá cả ở đây hơi cao so với mặt bằng chung.,neutral,1
"Lần nào ghé cũng thấy chất lượng ổn định, món ăn ngon.",positive,2
"Đồ ăn mặn chát, không thể nuốt nổi.",negative,0
"Bánh canh cua đầy đặn, nước dùng đậm đà, cua tươi.",positive,2
Quán giữ xe thu phí quá cao.,negative,0
"Tráng miệng miễn phí, rất chu đáo.",positive,2
Gọi món salad mà không có sốt đi kèm. Thiếu sót lớn.,negative,0
Món này ăn lạ miệng. Cảm thấy cũng được.,neutral,1
"Cơm tấm sườn bì chả ngon, miếng sườn to và mềm.",positive,2
"Menu ít món, không có nhiều sự lựa chọn.",neutral,1
"Máy lạnh không hoạt động, ăn uống nóng bức khó chịu.",negative,0
"Thực đơn đa dạng, món nào cũng ngon. Tôi rất thích.",positive,2
"Đặt món có kèm thêm topping, nhưng nhân viên lại quên.",negative,0
"Đĩa rau xào hơi tái, chưa chín tới.",neutral,1
"Bún bò Huế chuẩn vị, cay xé lưỡi, thịt thà đầy đủ.",positive,2
"Quán không nhận thanh toán bằng thẻ, rất bất tiện.",negative,0
"Chỗ ngồi ngoài trời thoáng đãng, thích hợp để thư giãn.",positive,2
Món cá nướng bị cháy đen một mặt.,negative,0
Tổng thể thì mọi thứ đều ở mức chấp nhận được.,neutral,1
"Cá hồi nướng vừa tới, da giòn rụm, thịt bên trong vẫn mọng nước.",positive,2
"Nước chấm quá dở, làm hỏng cả món ăn.",negative,0
"Phục vụ nhanh nhẹn, nhưng đồ ăn thì hơi nhạt nhẽo.",neutral,1
"Quán sạch sẽ, không gian ấm cúng. Đồ ăn ngon tuyệt.",positive,2
Đặt trước bàn mà đến nơi lại bảo hết bàn. Quán làm việc thiếu chuyên nghiệp.,negative,0
"Món chay ở đây khá đa dạng, nấu vừa miệng.",positive,2
"Không có chỗ để xe máy, rất khó khăn để gửi xe.",negative,0
"Chỉ ghé uống nước, thấy nước ép khá tươi.",neutral,1
"Bia lạnh, mồi ngon, thích hợp để nhậu với bạn bè.",positive,2
"Gọi món không có, nhân viên cũng không báo trước.",negative,0
Món tráng miệng hơi ít so với giá.,neutral,1
"Burger bò phô mai ngon, thịt bò mềm và mọng nước.",positive,2
"Cơm bị khô và cứng, như cơm nguội hâm lại.",negative,0
"Quán có nhạc hay, không gian lãng mạn.",positive,2
Hóa đơn tính thừa tiền nước.,negative,0
"Món súp tôm hùm quá béo, ăn mau ngán.",neutral,1
Quán có chương trình khuyến mãi hấp dẫn. Đồ ăn ngon.,positive,2
"Đĩa thịt heo quay quá mỡ, không có nạc.",negative,0
Cũng được. Điểm cộng là quán có wifi mạnh.,neutral,1
"Bánh flan ngon xuất sắc, mịn và thơm caramel.",positive,2
Giá cả không niêm yết rõ ràng.,negative,0
"Các món nhậu ở đây khá phong phú, chất lượng ổn.",positive,2
Nhân viên vừa phục vụ vừa nói chuyện riêng rất ồn ào.,negative,0
"Uống cà phê đen đá, thấy vị hơi nhạt.",neutral,1
"Đến đây ăn bò bít tết là chuẩn nhất, miếng thịt mềm tan.",positive,2
Bát nước chấm bị dính bẩn.,negative,0
"Chất lượng không ổn định, lần trước ngon, lần này dở.",neutral,1
"Quán có phục vụ ăn sáng, rất tiện lợi và ngon miệng.",positive,2
Món ăn có mùi dầu chiên cũ.,negative,0
"Trà đào cam sả thơm, nhưng không có vị cam nhiều.",neutral,1
"Ghé ăn thử món cơm trộn, thấy vị rất chuẩn Hàn Quốc.",positive,2
Bia không đủ lạnh.,negative,0
"Quán này chuyên về món miền Trung, vị khá đặc trưng.",neutral,1
"Món mực chiên giòn rụm, chấm với sốt tương ớt rất hợp.",positive,2
Bị tính phí gửi khăn lạnh mà không hỏi ý kiến.,negative,0
Nói chung là hài lòng. Đồ ăn chất lượng tương xứng với giá.,positive,2
"Lần đầu ghé, thấy cũng ổn áp, không có gì để chê.",neutral,1
"Phục vụ quá lâu, làm tôi trễ cả cuộc hẹn.",negative,0
"Bánh canh giò heo ở đây rất ngon, giò to, nước dùng ngọt xương.",positive,2
Quán không nhận đặt bàn trước.,neutral,1
Rau ăn kèm bị héo úa.,negative,0
"Không gian yên tĩnh, thích hợp cho làm việc.",positive,2
"Món bò kho mặn quá, không có vị béo.",negative,0
Chỉ là một quán vỉa hè bình thường.,neutral,1
"Món kem dừa thơm béo, ăn cực đã vào ngày nóng.",positive,2
Bánh bao nhân trứng muối bị khô cứng.,negative,0
Phần ăn hơi nhỏ so với hình ảnh trên menu.,neutral,1
"Cà phê pha đậm đà, đúng gu của tôi.",positive,2
Bàn ăn có kiến bò lổm ngổm.,negative,0
"Món chè thập cẩm ngon, không quá ngọt.",positive,2
Gọi món không đúng với hình ảnh minh họa.,negative,0
Thịt gà hơi ít.,neutral,1
"Quán có không gian mở, rất thoáng mát.",positive,2
Nhân viên không biết về món ăn trong menu.,negative,0
"Sốt chấm ngon, làm tăng hương vị món ăn.",positive,2
Bát đĩa có vẻ không được rửa sạch sẽ.,negative,0
"Chỉ bán mang đi, không có chỗ ngồi.",neutral,1
"Món sườn nướng mật ong mềm, thơm phức.",positive,2
"Đợi tính tiền rất lâu, làm tôi khó chịu.",negative,0
Hương vị món ăn hơi nhạt so với kỳ vọng.,neutral,1
"Trà vải thơm ngon, miếng vải tươi ngọt.",positive,2
Nước đá có mùi lạ.,negative,0
"Quán nằm ở vị trí dễ tìm, tiện lợi.",positive,2
"Món ăn quá nhiều gia vị, không cảm nhận được vị tươi của nguyên liệu.",negative,0
Ghế ngồi không thoải mái.,neutral,1
"Lẩu riêu cua đậm đà, cua gạch béo ngậy.",positive,2
Bị tính sai món trong hóa đơn.,negative,0
"Súp cua ăn tạm được, nhưng không đặc sắc.",neutral,1
"Món vịt quay da giòn rụm, thịt mềm, nước sốt ngon.",positive,2
Hóa đơn tính thêm 10% VAT mà không báo trước.,negative,0
Quán có nhiều loại rượu vang để lựa chọn.,positive,2
"Phần ăn quá ít, không đủ cho một người.",negative,0
Nước ngọt bán giá quá cao.,neutral,1
"Món bún riêu cua ngon tuyệt vời, rất đáng thử.",positive,2
Món cá hấp không chín đều.,negative,0
"Quán khá đông vào giờ cao điểm, nên đến sớm.",neutral,1
"Chè bưởi giòn sần sật, nước cốt dừa béo thơm.",positive,2
Gửi xe bị mất tiền giữ xe.,negative,0
Đồ ăn ra chậm. Cần cải thiện tốc độ phục vụ.,neutral,1
"Bò lúc lắc mềm, khoai tây chiên giòn. Rất ngon.",positive,2
Gọi món mang về nhưng không có muỗng đũa.,negative,0
"Nước uống ngon, nhưng đồ ăn không hợp khẩu vị.",neutral,1
Bánh tráng cuốn thịt heo chấm mắm nêm xuất sắc.,positive,2
Thức ăn bị nguội ngắt khi mang ra.,negative,0
"Quán có không gian riêng tư, thích hợp cho gia đình.",positive,2
Lại món gà bị sống ở bên trong.,negative,0
"Hạt nêm dùng hơi nhiều, vị mì chính rõ.",neutral,1
"Món salad trộn dầu giấm chua ngọt vừa phải, tươi mát.",positive,2
"Bánh pizza đế quá dày, ăn mau ngán.",neutral,1
"Giá quá đắt, không xứng đáng với chất lượng.",negative,0
Rất hài lòng. Sẽ là địa điểm quen thuộc của tôi.,positive,2
Món ăn được trang trí đẹp mắt.,positive,2
"Gửi xe máy tốn 10k, quá chát.",negative,0
"Đồ ăn tạm ổn, nhân viên thân thiện.",neutral,1
"Món hủ tiếu gõ có vị ngọt thanh, sợi hủ tiếu dai.",positive,2
Quán không có nhà vệ sinh sạch sẽ.,negative,0
Cũng được. Phù hợp với mức giá sinh viên.,neutral,1
"Nem nướng giòn rụm, nước chấm đặc biệt. Tuyệt vời.",positive,2
"Khách ngồi hút thuốc lá trong phòng lạnh, rất khó chịu.",negative,0
"Lần đầu ăn thử món này, thấy cũng ổn.",neutral,1
"Cá diêu hồng hấp xì dầu tươi ngon, không bị tanh.",positive,2
Quán có mùi hôi từ cống rãnh.,negative,0
"Thịt bò kho gừng mềm, vị đậm đà. Ăn rất hao cơm.",positive,2
"Trà chanh không có vị trà, toàn đường và đá.",negative,0
Quán nhỏ nhưng sạch sẽ.,neutral,1
"Món cơm chiên dương châu rất ngon, hạt cơm tơi.",positive,2
Bị tính tiền dịch vụ mà không rõ lý do.,negative,0
Tổng thể quán ăn cũng tạm ổn.,neutral,1
Nhân viên phục vụ rất nhiệt tình và chu đáo.,positive,2
Đặt món online bị hủy đơn không lý do.,negative,0
"Món ăn được, nhưng không có tính sáng tạo.",neutral,1
"Quán có không gian mở, rất thoáng mát.",positive,2
"Bánh mì quá dai, không thể cắn nổi.",negative,0
"Chỉ mua cà phê mang đi, thấy pha cũng được.",neutral,1
"Món cháo lòng thơm ngon, đầy đủ nội tạng.",positive,2
Quán ồn ào như cái chợ.,negative,0
"Lần đầu ghé, thấy đồ ăn cũng bình thường.",neutral,1
"Ốc hương rang muối tỏi thơm lừng, ốc tươi.",positive,2
"Nước mắm quá dở, làm mất vị món ăn.",negative,0
Giá hơi cao so với chất lượng nguyên liệu.,neutral,1
"Bánh mì bơ tỏi giòn tan, thơm nức mũi.",positive,2
Bát đĩa bị sứt mẻ.,negative,0
"Không gian quán sạch sẽ, thoáng mát.",positive,2
Thịt gà có vẻ không tươi.,negative,0
"Món này không có gì đặc sắc, ăn cho biết.",neutral,1
Món tráng miệng miễn phí rất ngon.,positive,2
Đồ ăn quá nguội khi mang ra.,negative,0
Quán ăn có nhiều món hải sản tươi sống.,positive,2
Bị tính tiền thêm cho rau sống.,negative,0
Hương vị món ăn này cũng ổn.,neutral,1
"Đáng đồng tiền bát gạo, món nào cũng chất lượng.",positive,2
Giao hàng thiếu món.,negative,0
"Cũng ok, không đến nỗi tệ.",neutral,1
"Súp bí đỏ ngon, mịn và béo.",positive,2
Bàn ghế dính dầu mỡ.,negative,0
"Rất ưng ý, sẽ quay lại thường xuyên.",positive,2
Quán đóng cửa quá sớm.,neutral,1
Thịt lợn có mùi hôi.,negative,0
"Món ăn chuẩn vị quê hương, rất ngon.",positive,2
"Chỉ mua nước, thấy cũng được.",neutral,1
Nước dùng phở quá nhạt.,negative,0
Bò bít tết ngon tuyệt.,positive,2
Hơi ít chỗ ngồi.,neutral,1
Nhân viên thái độ tệ.,negative,0
Món ăn ngon và sạch sẽ.,positive,2
Đĩa salad quá ít rau.,negative,0
Tạm chấp nhận được.,neutral,1
Rất hài lòng về chất lượng.,positive,2
Gà nướng bị khô.,negative,0
Quán có view đẹp.,positive,2
Chờ món quá lâu.,negative,0
Vị cà phê bình thường.,neutral,1
Món xôi chiên giòn rụm.,positive,2
Bánh ngọt cũ.,negative,0
Hương vị tạm ổn.,neutral,1
Dịch vụ nhanh nhẹn.,positive,2
Đồ uống quá đắt.,negative,0
Không gian thoáng đãng.,positive,2
Phục vụ chậm.,negative,0
Món ăn này cũng được.,neutral,1
Thực sự rất ngon.,positive,2
Quá nhiều dầu mỡ.,negative,0
Sẽ giới thiệu bạn bè.,positive,2
Giá cả hợp lý.,neutral,1
Bị tính sai tiền.,negative,0
Món ăn chuẩn vị.,positive,2
Chỉ ghé một lần.,neutral,1
Hải sản không tươi.,negative,0
Đáng đồng tiền.,positive,2
Món ăn nhạt.,neutral,1
Thái độ không tốt.,negative,0
Cực kỳ thích.,positive,2
Không gian ồn.,negative,0
Món mới lạ.,positive,2
Ăn cũng được.,neutral,1
Đừng nên ăn.,negative,0
Tô phở 50k mà thịt có vài lát mỏng dính. Ăn xong mà vẫn đói bụng luôn á.,negative,0
"Món bún đậu mắm tôm ở đây thì khỏi chê. Mắm tôm pha cực kì vừa miệng, cuốn lắm!",positive,2
"Gọi ly trà tắc mà ngọt lịm tim, uống không vô. Chắc chắn là quên dặn ít đường.",negative,0
"Quán cà phê có cái view 'sống ảo' xịn sò ghê, nhưng nước uống thì dở tệ.",neutral,1
"Thấy quán đông nên tấp vô ăn thử, ai dè món gì cũng ngon bá cháy bọ chét!",positive,2
"Cái bàn mình ngồi dính dính khó chịu, lau chùi không sạch sẽ gì hết.",negative,0
"Hôm đó mình tới ăn gà rán, thịt gà hơi bị khô, không được mọng nước như quảng cáo.",neutral,1
"Phải công nhận là món cơm rang dưa bò ở đây ăn rất đưa miệng, khômg ngán tí nào.",positive,2
"Vào quán gọi đồ, đứng chờ gần 15 phút mà nhân viên cứ bơ mình luôn.",negative,0
"Bún riêu cua đồng vị thanh, sợi bún mềm. Ăn xong thấy ấm bụng, rất đáng tiền.",positive,2
"Đặt ship về hộp bị méo mó, nước lẩu chảy tùm lum ra ngoài hết trơn.",negative,0
"Bánh tráng trộn ở đây gia vị vừa phải, không quá cay, ăn nhẹ nhàng thôi.",neutral,1
"Trà sữa vị ô long ở đây là chân ái của mình, uống hoài không ngán.",positive,2
"Quán này chắc nổi nhờ PR thôi, chứ đồ ăn dở ẹc, ăn hết muốn nói.",negative,0
"Hôm bữa mình đi ăn sinh nhật, quán sắp xếp phòng riêng hơi nhỏ xíu.",neutral,1
"Pizza hải sản tươi rói, phô mai kéo sợi dài, thơm phức. Chấm hết!",positive,2
"Món lẩu thái chua cay mà không thấy vị gì hết, nhạt như nước ốc.",negative,0
"Nhân viên ở đây lanh lẹ, thấy khách vừa dơ tay là có mặt liền.",positive,2
"Món bò né ở đây ăn cũng tàm tạm, nước sốt hơi lỏng.",neutral,1
"Khăn giấy trên bàn ướt nhẹp, chắc dính nước từ lúc nào rồi.",negative,0
"Chủ quán rất thân thiện, hay hỏi thăm khách. Cảm giác rất gần gũi.",positive,2
"Đợi món quá lâu, bạn mình ăn xong cả rồi mình mới có đồ ăn.",negative,0
"Quán này giá hơi chát xíu, nhưng chất lượng thì miễn bàn luôn.",positive,2
"Kem vị vani hơi bị dăm đá, ăn mất ngon.",neutral,1
"Ốc luộc nguội ngắt, ăn cứ thấy lạt lẽo, không có vị sả gừng gì cả.",negative,0
Sáng nào đi làm cũng ghé mua cà phê ở đây. Pha ngon mà giá phải chăng.,positive,2
"Quán hơi bị tối, chụp hình lên không được đẹp lắm.",neutral,1
"Cơm gà xối mỡ mà dầu mỡ lềnh bềnh, ăn ngán kinh khủng.",negative,0
"Món súp cua óc heo nóng hổi, thịt cua nhiều. Rất đáng thử nha.",positive,2
Hôm mình ghé quán hết món ruột. Đành ăn món khác thấy dở.,negative,0
"Gọi món bún mắm, thấy nước lèo thơm. Ăn được.",neutral,1
"Thịt xiên nướng than hoa thơm lừng, chấm với tương ớt cay cay đã miệng.",positive,2
"Xin thêm ít rau sống mà nhân viên cứ nhăn nhó, khó chịu ghê.",negative,0
"Không gian quán decor dễ thương, hợp với mấy bạn thích chụp ảnh.",positive,2
"Món gỏi cuốn bị lỏng lẻo, cầm lên là rớt ra hết.",negative,0
"Chỉ vào uống nước thôi, nước ổn, không gian cũng thoải mái.",neutral,1
"Miếng sườn nướng mật ong to chà bá, mềm oặt, không hề bị dai.",positive,2
Đã ăn xong hết rồi mà chén dĩa cũ vẫn chưa thấy ai dọn đi.,negative,0
"Món cá lóc kho tộ ngon đậm đà, ăn hao cơm lắm luôn.",positive,2
"Đến quán mà không có chỗ gửi xe, phải đi bộ một đoạn.",negative,0
"Bún thịt nướng vị cũng tạm, sợi bún hơi cứng.",neutral,1
"Quán đông nhưng nhân viên phục vụ cực kì nhanh nhẹn, không để khách chờ lâu.",positive,2
"Hôm đó ăn món bò sốt vang, thịt bò bị hôi, ăn thấy kinh.",negative,0
"Đi ăn lẩu, gọi thêm đồ nhúng mà đợi mòn mỏi luôn.",neutral,1
"Món chè khúc bạch ở đây thanh mát, ăn giải nhiệt mùa hè là hết sẩy.",positive,2
Tự nhiên bị tính thêm phí 'khăn lạnh' mà mình có dùng đâu.,negative,0
Giá cả hơi cao hơn mấy quán xung quanh một chút.,neutral,1
"Bánh mì pate thơm béo, ăn sáng chỉ cần một ổ là no cả buổi.",positive,2
"Trong tô có ruồi bay, nhìn không dám ăn tiếp luôn.",negative,0
"Quán mở nhạc hơi to, nói chuyện với bạn bè cứ phải hét lên.",neutral,1
"Lần đầu ăn thử món bún bò Huế ở đây mà nghiện luôn, nước lèo chất lượng.",positive,2
"Tráng miệng bằng món kem dừa mà kem toàn đá, chán ghê.",negative,0
"Bánh crepe sầu riêng ăn cũng được, sầu riêng không quá đậm mùi.",neutral,1
"Quán sạch sẽ, không gian thoáng. Đồ ăn thì ngon miễn bàn rồi.",positive,2
"Món gà tiềm thuốc bắc ở đây hơi bị đắng, mình ăn không quen.",negative,0
"Món trà trái cây hơi nhiều đá, tan ra là nhạt toẹt.",neutral,1
"Sữa chua phô mai nhà làm béo ngậy, chua chua ngọt ngọt rất hợp.",positive,2
"Vào quán mà không thấy ai chào đón, cứ lóng ngóng không biết ngồi đâu.",negative,0
"Món phở cuốn ăn thanh mát, chấm mắm nêm khá ngon.",positive,2
"Món ăn quá mặn, mình phải xin thêm nước lọc để pha loãng ra.",negative,0
"Món mì trộn hải sản ở đây ăn cũng ổn, hải sản hơi ít.",neutral,1
"Bia ở đây lạnh tê tái, nhậu với đồ ăn nóng là hết ý.",positive,2
"Nhân viên cứ đứng nhìn chằm chằm khách, ăn uống mất tự nhiên.",negative,0
"Bánh canh cua đầy ắp cua và giò, nước dùng sánh đậm đà.",positive,2
"Không gian quán hơi cũ kỹ, nhìn không được sang trọng.",neutral,1
"Rau sống ở đây không được rửa kĩ, vẫn còn dính đất.",negative,0
Lẩu riêu cua bắp bò ngon xuất sắc. Lần nào về cũng phải ghé ăn.,positive,2
"Quán này bị tính phí giữ xe, thấy không vui lắm.",negative,0
"Hôm đó gọi trà đào, thấy đào hơi bị mềm, không được giòn.",neutral,1
"Quán có chỗ ngồi ngoài trời thoáng mát, đồ ăn ngon mà giá mềm.",positive,2
"Bánh ngọt ở đây cứ khô khô, ăn cảm giác bị ngấy.",negative,0
"Món hủ tiếu nam vang ăn cũng được, nhưng không đặc sắc.",neutral,1
"Bún chả giò chiên giòn tan, nước chấm chua ngọt. Ăn một tô là no căng bụng.",positive,2
Đặt bàn qua điện thoại mà vẫn bị bắt chờ hơn nửa tiếng.,negative,0
"Món cá nướng muối ớt cay xè, ăn rất đã. Dành cho team ăn cay nha.",positive,2
Chỉ mua một chai nước suối mà cũng phải xếp hàng tính tiền.,neutral,1
"Nhân viên tính tiền sai, phải tự kiểm tra lại mới phát hiện ra.",negative,0
"Phở gà ta ở đây thịt dai, nước dùng ngọt tự nhiên. Rất chất lượng.",positive,2
"Quán quá đông, phải ngồi chung bàn với người lạ, không thoải mái.",negative,0
"Món bò kho ăn hơi bị ngọt, không hợp với khẩu vị miền Bắc.",neutral,1
"Bánh cuốn ở đây nhân đầy đặn, nước chấm ấm nóng. Tuyệt vời.",positive,2
"Món ăn có ruồi bu, mất vệ sinh kinh khủng.",negative,0
"Quán có không gian yên tĩnh, thích hợp cho ai muốn học bài.",positive,2
"Món sườn heo nướng bị cháy đen, ăn đắng ngắt.",negative,0
"Nước ép cam hơi chua, chắc là do cam chưa chín.",neutral,1
"Món ăn dọn ra nhanh, nóng hổi, nhân viên thân thiện.",positive,2
"Giá cả không được niêm yết rõ ràng, dễ bị 'chặt chém'.",negative,0
"Bát đĩa không sạch, nhìn rõ vết bẩn.",negative,0
"Món cơm chiên hải sản rất ngon, hạt cơm tơi, tôm mực tươi.",positive,2
"Sốt chấm quá dở, như là nước lã pha bột.",negative,0
"Đồ ăn vặt ở đây cũng được, đa dạng.",neutral,1
"Thịt ba chỉ luộc chấm mắm tôm ngon hết sảy, ăn kèm cà pháo giòn tan.",positive,2
"Nhân viên cứ lơ là, gọi hoài không thấy ai.",negative,0
"Bánh flan caramen ngon, ngọt vừa, không bị tanh trứng.",positive,2
Cốc trà sữa còn dính vết son môi của khách trước.,negative,0
"Quán này chuyên món chay, ăn thanh đạm, dễ ăn.",neutral,1
"Thức uống pha chế đẹp mắt, hương vị độc đáo. Rất sáng tạo.",positive,2
"Món nem chua rán bị ngấy dầu, ăn vào thấy cổ họng.",negative,0
"Món ếch xào sả ớt ngon, thịt ếch chắc và ngọt.",positive,2
"Bánh kem hơi ngọt, ăn nhiều dễ bị ngán.",neutral,1
Tìm thấy một cái lông trong bát canh.,negative,0
Chủ quán nhiệt tình tư vấn món mới. Rất có tâm.,positive,2
"Quán cho mình khăn lạnh mà không hỏi, rồi tính tiền luôn.",negative,0
Món mì spaghetti sốt bò băm ở đây hơi chua.,neutral,1
"Ghé quán lúc trưa nắng, được mời ly trà đá mát lạnh. Đã ghê.",positive,2
Phần ăn không đầy đặn như hình quảng cáo trên mạng.,negative,0
"Món lẩu mắm miền Tây chuẩn vị, thơm nức mũi. Rất đáng thử.",positive,2
Đợi món mang ra thì bàn đã đầy rác.,negative,0
"Quán này có bán thêm đồ ăn vặt, mua ăn kèm cũng tiện.",neutral,1
"Món cá chép om dưa ngon, cá tươi, dưa chua vừa.",positive,2
Bị tính tiền giữ xe máy quá mắc.,negative,0
"Món dimsum ở đây đa dạng, vỏ mỏng nhân đầy. Rất ngon.",positive,2
"Món cà ri gà bị loãng, không thấy vị béo của nước cốt dừa.",negative,0
"Quán ăn có máy lạnh mát mẻ, sạch sẽ.",positive,2
"Bánh đa cua Hải Phòng ăn cũng được, nhưng không chuẩn vị lắm.",neutral,1
Đi ăn mà phải tự đi lấy chén đũa.,negative,0
"Món xôi xéo ở đây vàng ươm, ruốc ngon. Ăn là ghiền.",positive,2
"Đồ uống làm quá ngọt, uống như nước đường.",negative,0
"Món trà sữa khoai môn thơm, không bị lợ.",positive,2
"Giá cả không quá rẻ, nhưng cũng không quá đắt.",neutral,1
"Món ăn quá cay, không phù hợp với người không ăn cay được.",negative,0
"Món chả cá Lã Vọng thơm, chấm mắm tôm ngon tuyệt.",positive,2
Chỗ ngồi ngoài trời bị muỗi đốt.,negative,0
"Món cơm gà rán ăn cũng ổn, gà không bị khô.",neutral,1
"Quán có chỗ sạc điện thoại miễn phí, rất tiện.",positive,2
Nhân viên làm rơi đồ ăn xuống đất rồi nhặt lên.,negative,0
"Bánh bao kim sa chảy nhân, béo ngậy.",positive,2
Đĩa rau muống xào bị đen.,negative,0
"Chỉ ghé ăn sáng thôi, thấy cũng tạm ổn.",neutral,1
"Lần nào tới ăn cũng thấy ngon miệng, chất lượng luôn được giữ.",positive,2
"Quán quá ồn ào, không gian rất hẹp.",negative,0
"Món súp cua ngon, có nấm hương thơm.",positive,2
Bánh tráng cuốn có vị đắng.,negative,0
Đồ ăn tươi nhưng nấu không ngon.,neutral,1
"Bò né nóng hổi, ăn kèm bánh mì giòn tan.",positive,2
Nước lèo quá nhiều bột ngọt.,negative,0
Quán có nhiều loại topping cho trà sữa.,positive,2
Món gỏi cuốn bị khô.,negative,0
Hôm đó ăn hơi bị ít thịt.,neutral,1
Sẽ quay lại quán này nhiều lần nữa.,positive,2
Thái độ nhân viên cau có.,negative,0
Món ăn hợp khẩu vị mình.,positive,2
Quán hơi khó tìm đường.,neutral,1
Lẩu riêu cua bị chua.,negative,0
Cà phê pha đậm đà.,positive,2
Bàn ghế dính bẩn.,negative,0
Món tráng miệng ổn.,neutral,1
Phục vụ tận tình.,positive,2
Món ăn quá nhạt.,negative,0
Nước uống ngon.,positive,2
Giá hơi mắc.,neutral,1
Thịt bị hôi.,negative,0
Quán sạch sẽ.,positive,2
Bị tính tiền sai.,negative,0
Món ăn ra nhanh.,positive,2
Ăn tạm được.,neutral,1
Chủ quán khó tính.,negative,0
Rất đáng tiền.,positive,2
Chỗ gửi xe chật.,negative,0
Món bún ngon.,positive,2
Không gian đẹp.,positive,2
Mì gói cứng.,negative,0
Bánh ngọt ngon.,positive,2
Hết chỗ.,negative,0
Chỉ uống nước.,neutral,1
Lẩu ngon lắm.,positive,2
Rau héo.,negative,0
Bánh ngon.,positive,2
Đợi lâu.,negative,0
Tạm ổn.,neutral,1
Rất ngon.,positive,2
Dở ẹc.,negative,0
Nên thử.,positive,2
Hơi ít.,neutral,1
Mất tiền.,negative,0
Tuyệt vời.,positive,2
Món dở.,negative,0
Giá cao.,neutral,1
Thích lắm.,positive,2
Quá dở.,negative,0
Rẻ.,positive,2
Hơi xa.,neutral,1
Cạch mặt.,negative,0
Ngon.,positive,2
Bình thường.,neutral,1
Bị lừa.,negative,0
Sẽ mua.,positive,2
Không ngon.,negative,0
