review,sentiment,label,review_cleaned
"Cá diêu hồng hấp xì dầu tươi ngon, không bị tanh.",positive,2,"cá diêu hồng hấp xì dầu tươi ngon, không bị tanh."
Quán có mùi hôi từ cống rãnh.,negative,0,quán có mùi hôi từ cống rãnh.
"Thịt bò kho gừng mềm, vị đậm đà. Ăn rất hao cơm.",positive,2,"thịt bò kho gừng mềm, vị đậm đà. ăn rất hao cơm."
"Trà chanh không có vị trà, toàn đường và đá.",negative,0,"trà chanh không có vị trà, toàn đường và đá."
Quán nhỏ nhưng sạch sẽ.,neutral,1,quán nhỏ nhưng sạch sẽ.
"Món cơm chiên dương châu rất ngon, hạt cơm tơi.",positive,2,"món cơm chiên dương châu rất ngon, hạt cơm tơi."
Bị tính tiền dịch vụ mà không rõ lý do.,negative,0,bị tính tiền dịch vụ mà không rõ lý do.
Tổng thể quán ăn cũng tạm ổn.,neutral,1,tổng thể quán ăn cũng tạm ổn.
Nhân viên phục vụ rất nhiệt tình và chu đáo.,positive,2,nhân viên phục vụ rất nhiệt tình và chu đáo.
Đặt món online bị hủy đơn không lý do.,negative,0,đặt món online bị hủy đơn không lý do.
"Món ăn được, nhưng không có tính sáng tạo.",neutral,1,"món ăn được, nhưng không có tính sáng tạo."
"Quán có không gian mở, rất thoáng mát.",positive,2,"quán có không gian mở, rất thoáng mát."
"Bánh mì quá dai, không thể cắn nổi.",negative,0,"bánh mì quá dai, không thể cắn nổi."
"Chỉ mua cà phê mang đi, thấy pha cũng được.",neutral,1,"chỉ mua cà phê mang đi, thấy pha cũng được."
"Món cháo lòng thơm ngon, đầy đủ nội tạng.",positive,2,"món cháo lòng thơm ngon, đầy đủ nội tạng."
Quán ồn ào như cái chợ.,negative,0,quán ồn ào như cái chợ.
"Lần đầu ghé, thấy đồ ăn cũng bình thường.",neutral,1,"lần đầu ghé, thấy đồ ăn cũng bình thường."
"Ốc hương rang muối tỏi thơm lừng, ốc tươi.",positive,2,"ốc hương rang muối tỏi thơm lừng, ốc tươi."
"Nước mắm quá dở, làm mất vị món ăn.",negative,0,"nước mắm quá dở, làm mất vị món ăn."
Giá hơi cao so với chất lượng nguyên liệu.,neutral,1,giá hơi cao so với chất lượng nguyên liệu.
"Bánh mì bơ tỏi giòn tan, thơm nức mũi.",positive,2,"bánh mì bơ tỏi giòn tan, thơm nức mũi."
Bát đĩa bị sứt mẻ.,negative,0,bát đĩa bị sứt mẻ.
"Không gian quán sạch sẽ, thoáng mát.",positive,2,"không gian quán sạch sẽ, thoáng mát."
Thịt gà có vẻ không tươi.,negative,0,thịt gà có vẻ không tươi.
"Món này không có gì đặc sắc, ăn cho biết.",neutral,1,"món này không có gì đặc sắc, ăn cho biết."
Món tráng miệng miễn phí rất ngon.,positive,2,món tráng miệng miễn phí rất ngon.
Đồ ăn quá nguội khi mang ra.,negative,0,đồ ăn quá nguội khi mang ra.
Quán ăn có nhiều món hải sản tươi sống.,positive,2,quán ăn có nhiều món hải sản tươi sống.
Bị tính tiền thêm cho rau sống.,negative,0,bị tính tiền thêm cho rau sống.
Hương vị món ăn này cũng ổn.,neutral,1,hương vị món ăn này cũng ổn.
"Đáng đồng tiền bát gạo, món nào cũng chất lượng.",positive,2,"đáng đồng tiền bát gạo, món nào cũng chất lượng."
Giao hàng thiếu món.,negative,0,giao hàng thiếu món.
"Cũng ok, không đến nỗi tệ.",neutral,1,"cũng ok, không đến nỗi tệ."
"Súp bí đỏ ngon, mịn và béo.",positive,2,"súp bí đỏ ngon, mịn và béo."
Bàn ghế dính dầu mỡ.,negative,0,bàn ghế dính dầu mỡ.
"Rất ưng ý, sẽ quay lại thường xuyên.",positive,2,"rất ưng ý, sẽ quay lại thường xuyên."
Quán đóng cửa quá sớm.,neutral,1,quán đóng cửa quá sớm.
Thịt lợn có mùi hôi.,negative,0,thịt lợn có mùi hôi.
"Món ăn chuẩn vị quê hương, rất ngon.",positive,2,"món ăn chuẩn vị quê hương, rất ngon."
"Chỉ mua nước, thấy cũng được.",neutral,1,"chỉ mua nước, thấy cũng được."
Nước dùng phở quá nhạt.,negative,0,nước dùng phở quá nhạt.
Bò bít tết ngon tuyệt.,positive,2,bò bít tết ngon tuyệt.
Hơi ít chỗ ngồi.,neutral,1,hơi ít chỗ ngồi.
Nhân viên thái độ tệ.,negative,0,nhân viên thái độ tệ.
Món ăn ngon và sạch sẽ.,positive,2,món ăn ngon và sạch sẽ.
Đĩa salad quá ít rau.,negative,0,đĩa salad quá ít rau.
Tạm chấp nhận được.,neutral,1,tạm chấp nhận được.
Rất hài lòng về chất lượng.,positive,2,rất hài lòng về chất lượng.
Gà nướng bị khô.,negative,0,gà nướng bị khô.
Quán có view đẹp.,positive,2,quán có view đẹp.
Chờ món quá lâu.,negative,0,chờ món quá lâu.
Vị cà phê bình thường.,neutral,1,vị cà phê bình thường.
Món xôi chiên giòn rụm.,positive,2,món xôi chiên giòn rụm.
Bánh ngọt cũ.,negative,0,bánh ngọt cũ.
Hương vị tạm ổn.,neutral,1,hương vị tạm ổn.
Dịch vụ nhanh nhẹn.,positive,2,dịch vụ nhanh nhẹn.
Đồ uống quá đắt.,negative,0,đồ uống quá đắt.
Không gian thoáng đãng.,positive,2,không gian thoáng đãng.
Phục vụ chậm.,negative,0,phục vụ chậm.
Món ăn này cũng được.,neutral,1,món ăn này cũng được.
Thực sự rất ngon.,positive,2,thực sự rất ngon.
Quá nhiều dầu mỡ.,negative,0,quá nhiều dầu mỡ.
Sẽ giới thiệu bạn bè.,positive,2,sẽ giới thiệu bạn bè.
Giá cả hợp lý.,neutral,1,giá cả hợp lý.
Bị tính sai tiền.,negative,0,bị tính sai tiền.
Món ăn chuẩn vị.,positive,2,món ăn chuẩn vị.
Chỉ ghé một lần.,neutral,1,chỉ ghé một lần.
Hải sản không tươi.,negative,0,hải sản không tươi.
Đáng đồng tiền.,positive,2,đáng đồng tiền.
Món ăn nhạt.,neutral,1,món ăn nhạt.
Thái độ không tốt.,negative,0,thái độ không tốt.
Cực kỳ thích.,positive,2,cực kỳ thích.
Không gian ồn.,negative,0,không gian ồn.
Món mới lạ.,positive,2,món mới lạ.
Ăn cũng được.,neutral,1,ăn cũng được.
Đừng nên ăn.,negative,0,đừng nên ăn.
Tô phở 50k mà thịt có vài lát mỏng dính. Ăn xong mà vẫn đói bụng luôn á.,negative,0,tô phở 50k mà thịt có vài lát mỏng dính. ăn xong mà vẫn đói bụng luôn á.
"Món bún đậu mắm tôm ở đây thì khỏi chê. Mắm tôm pha cực kì vừa miệng, cuốn lắm!",positive,2,"món bún đậu mắm tôm ở đây thì khỏi chê. mắm tôm pha cực kì vừa miệng, cuốn lắm!"
"Gọi ly trà tắc mà ngọt lịm tim, uống không vô. Chắc chắn là quên dặn ít đường.",negative,0,"gọi ly trà tắc mà ngọt lịm tim, uống không vô. chắc chắn là quên dặn ít đường."
"Quán cà phê có cái view 'sống ảo' xịn sò ghê, nhưng nước uống thì dở tệ.",neutral,1,"quán cà phê có cái view sống ảo xịn sò ghê, nhưng nước uống thì dở tệ."
"Thấy quán đông nên tấp vô ăn thử, ai dè món gì cũng ngon bá cháy bọ chét!",positive,2,"thấy quán đông nên tấp vô ăn thử, ai dè món gì cũng ngon bá cháy bọ chét!"
"Cái bàn mình ngồi dính dính khó chịu, lau chùi không sạch sẽ gì hết.",negative,0,"cái bàn mình ngồi dính dính khó chịu, lau chùi không sạch sẽ gì hết."
"Hôm đó mình tới ăn gà rán, thịt gà hơi bị khô, không được mọng nước như quảng cáo.",neutral,1,"hôm đó mình tới ăn gà rán, thịt gà hơi bị khô, không được mọng nước như quảng cáo."
"Phải công nhận là món cơm rang dưa bò ở đây ăn rất đưa miệng, khômg ngán tí nào.",positive,2,"phải công nhận là món cơm rang dưa bò ở đây ăn rất đưa miệng, khômg ngán tí nào."
"Vào quán gọi đồ, đứng chờ gần 15 phút mà nhân viên cứ bơ mình luôn.",negative,0,"vào quán gọi đồ, đứng chờ gần 15 phút mà nhân viên cứ bơ mình luôn."
"Bún riêu cua đồng vị thanh, sợi bún mềm. Ăn xong thấy ấm bụng, rất đáng tiền.",positive,2,"bún riêu cua đồng vị thanh, sợi bún mềm. ăn xong thấy ấm bụng, rất đáng tiền."
"Đặt ship về hộp bị méo mó, nước lẩu chảy tùm lum ra ngoài hết trơn.",negative,0,"đặt ship về hộp bị méo mó, nước lẩu chảy tùm lum ra ngoài hết trơn."
"Bánh tráng trộn ở đây gia vị vừa phải, không quá cay, ăn nhẹ nhàng thôi.",neutral,1,"bánh tráng trộn ở đây gia vị vừa phải, không quá cay, ăn nhẹ nhàng thôi."
"Trà sữa vị ô long ở đây là chân ái của mình, uống hoài không ngán.",positive,2,"trà sữa vị ô long ở đây là chân ái của mình, uống hoài không ngán."
"Quán này chắc nổi nhờ PR thôi, chứ đồ ăn dở ẹc, ăn hết muốn nói.",negative,0,"quán này chắc nổi nhờ pr thôi, chứ đồ ăn dở ẹc, ăn hết muốn nói."
"Hôm bữa mình đi ăn sinh nhật, quán sắp xếp phòng riêng hơi nhỏ xíu.",neutral,1,"hôm bữa mình đi ăn sinh nhật, quán sắp xếp phòng riêng hơi nhỏ xíu."
"Pizza hải sản tươi rói, phô mai kéo sợi dài, thơm phức. Chấm hết!",positive,2,"pizza hải sản tươi rói, phô mai kéo sợi dài, thơm phức. chấm hết!"
"Món lẩu thái chua cay mà không thấy vị gì hết, nhạt như nước ốc.",negative,0,"món lẩu thái chua cay mà không thấy vị gì hết, nhạt như nước ốc."
"Nhân viên ở đây lanh lẹ, thấy khách vừa dơ tay là có mặt liền.",positive,2,"nhân viên ở đây lanh lẹ, thấy khách vừa dơ tay là có mặt liền."
"Món bò né ở đây ăn cũng tàm tạm, nước sốt hơi lỏng.",neutral,1,"món bò né ở đây ăn cũng tàm tạm, nước sốt hơi lỏng."
"Khăn giấy trên bàn ướt nhẹp, chắc dính nước từ lúc nào rồi.",negative,0,"khăn giấy trên bàn ướt nhẹp, chắc dính nước từ lúc nào rồi."
"Chủ quán rất thân thiện, hay hỏi thăm khách. Cảm giác rất gần gũi.",positive,2,"chủ quán rất thân thiện, hay hỏi thăm khách. cảm giác rất gần gũi."
"Đợi món quá lâu, bạn mình ăn xong cả rồi mình mới có đồ ăn.",negative,0,"đợi món quá lâu, bạn mình ăn xong cả rồi mình mới có đồ ăn."
"Quán này giá hơi chát xíu, nhưng chất lượng thì miễn bàn luôn.",positive,2,"quán này giá hơi chát xíu, nhưng chất lượng thì miễn bàn luôn."
"Kem vị vani hơi bị dăm đá, ăn mất ngon.",neutral,1,"kem vị vani hơi bị dăm đá, ăn mất ngon."
"Ốc luộc nguội ngắt, ăn cứ thấy lạt lẽo, không có vị sả gừng gì cả.",negative,0,"ốc luộc nguội ngắt, ăn cứ thấy lạt lẽo, không có vị sả gừng gì cả."
Sáng nào đi làm cũng ghé mua cà phê ở đây. Pha ngon mà giá phải chăng.,positive,2,sáng nào đi làm cũng ghé mua cà phê ở đây. pha ngon mà giá phải chăng.
"Quán hơi bị tối, chụp hình lên không được đẹp lắm.",neutral,1,"quán hơi bị tối, chụp hình lên không được đẹp lắm."
"Cơm gà xối mỡ mà dầu mỡ lềnh bềnh, ăn ngán kinh khủng.",negative,0,"cơm gà xối mỡ mà dầu mỡ lềnh bềnh, ăn ngán kinh khủng."
"Món súp cua óc heo nóng hổi, thịt cua nhiều. Rất đáng thử nha.",positive,2,"món súp cua óc heo nóng hổi, thịt cua nhiều. rất đáng thử nha."
Hôm mình ghé quán hết món ruột. Đành ăn món khác thấy dở.,negative,0,hôm mình ghé quán hết món ruột. đành ăn món khác thấy dở.
"Gọi món bún mắm, thấy nước lèo thơm. Ăn được.",neutral,1,"gọi món bún mắm, thấy nước lèo thơm. ăn được."
"Thịt xiên nướng than hoa thơm lừng, chấm với tương ớt cay cay đã miệng.",positive,2,"thịt xiên nướng than hoa thơm lừng, chấm với tương ớt cay cay đã miệng."
"Xin thêm ít rau sống mà nhân viên cứ nhăn nhó, khó chịu ghê.",negative,0,"xin thêm ít rau sống mà nhân viên cứ nhăn nhó, khó chịu ghê."
"Không gian quán decor dễ thương, hợp với mấy bạn thích chụp ảnh.",positive,2,"không gian quán decor dễ thương, hợp với mấy bạn thích chụp ảnh."
"Món gỏi cuốn bị lỏng lẻo, cầm lên là rớt ra hết.",negative,0,"món gỏi cuốn bị lỏng lẻo, cầm lên là rớt ra hết."
"Chỉ vào uống nước thôi, nước ổn, không gian cũng thoải mái.",neutral,1,"chỉ vào uống nước thôi, nước ổn, không gian cũng thoải mái."
"Miếng sườn nướng mật ong to chà bá, mềm oặt, không hề bị dai.",positive,2,"miếng sườn nướng mật ong to chà bá, mềm oặt, không hề bị dai."
Đã ăn xong hết rồi mà chén dĩa cũ vẫn chưa thấy ai dọn đi.,negative,0,đã ăn xong hết rồi mà chén dĩa cũ vẫn chưa thấy ai dọn đi.
"Món cá lóc kho tộ ngon đậm đà, ăn hao cơm lắm luôn.",positive,2,"món cá lóc kho tộ ngon đậm đà, ăn hao cơm lắm luôn."
"Đến quán mà không có chỗ gửi xe, phải đi bộ một đoạn.",negative,0,"đến quán mà không có chỗ gửi xe, phải đi bộ một đoạn."
"Bún thịt nướng vị cũng tạm, sợi bún hơi cứng.",neutral,1,"bún thịt nướng vị cũng tạm, sợi bún hơi cứng."
"Quán đông nhưng nhân viên phục vụ cực kì nhanh nhẹn, không để khách chờ lâu.",positive,2,"quán đông nhưng nhân viên phục vụ cực kì nhanh nhẹn, không để khách chờ lâu."
"Hôm đó ăn món bò sốt vang, thịt bò bị hôi, ăn thấy kinh.",negative,0,"hôm đó ăn món bò sốt vang, thịt bò bị hôi, ăn thấy kinh."
"Đi ăn lẩu, gọi thêm đồ nhúng mà đợi mòn mỏi luôn.",neutral,1,"đi ăn lẩu, gọi thêm đồ nhúng mà đợi mòn mỏi luôn."
"Món chè khúc bạch ở đây thanh mát, ăn giải nhiệt mùa hè là hết sẩy.",positive,2,"món chè khúc bạch ở đây thanh mát, ăn giải nhiệt mùa hè là hết sẩy."
Tự nhiên bị tính thêm phí 'khăn lạnh' mà mình có dùng đâu.,negative,0,tự nhiên bị tính thêm phí khăn lạnh mà mình có dùng đâu.
Giá cả hơi cao hơn mấy quán xung quanh một chút.,neutral,1,giá cả hơi cao hơn mấy quán xung quanh một chút.
"Bánh mì pate thơm béo, ăn sáng chỉ cần một ổ là no cả buổi.",positive,2,"bánh mì pate thơm béo, ăn sáng chỉ cần một ổ là no cả buổi."
"Trong tô có ruồi bay, nhìn không dám ăn tiếp luôn.",negative,0,"trong tô có ruồi bay, nhìn không dám ăn tiếp luôn."
"Quán mở nhạc hơi to, nói chuyện với bạn bè cứ phải hét lên.",neutral,1,"quán mở nhạc hơi to, nói chuyện với bạn bè cứ phải hét lên."
"Lần đầu ăn thử món bún bò Huế ở đây mà nghiện luôn, nước lèo chất lượng.",positive,2,"lần đầu ăn thử món bún bò huế ở đây mà nghiện luôn, nước lèo chất lượng."
"Tráng miệng bằng món kem dừa mà kem toàn đá, chán ghê.",negative,0,"tráng miệng bằng món kem dừa mà kem toàn đá, chán ghê."
"Bánh crepe sầu riêng ăn cũng được, sầu riêng không quá đậm mùi.",neutral,1,"bánh crepe sầu riêng ăn cũng được, sầu riêng không quá đậm mùi."
"Quán sạch sẽ, không gian thoáng. Đồ ăn thì ngon miễn bàn rồi.",positive,2,"quán sạch sẽ, không gian thoáng. đồ ăn thì ngon miễn bàn rồi."
"Món gà tiềm thuốc bắc ở đây hơi bị đắng, mình ăn không quen.",negative,0,"món gà tiềm thuốc bắc ở đây hơi bị đắng, mình ăn không quen."
"Món trà trái cây hơi nhiều đá, tan ra là nhạt toẹt.",neutral,1,"món trà trái cây hơi nhiều đá, tan ra là nhạt toẹt."
"Sữa chua phô mai nhà làm béo ngậy, chua chua ngọt ngọt rất hợp.",positive,2,"sữa chua phô mai nhà làm béo ngậy, chua chua ngọt ngọt rất hợp."
"Vào quán mà không thấy ai chào đón, cứ lóng ngóng không biết ngồi đâu.",negative,0,"vào quán mà không thấy ai chào đón, cứ lóng ngóng không biết ngồi đâu."
"Món phở cuốn ăn thanh mát, chấm mắm nêm khá ngon.",positive,2,"món phở cuốn ăn thanh mát, chấm mắm nêm khá ngon."
"Món ăn quá mặn, mình phải xin thêm nước lọc để pha loãng ra.",negative,0,"món ăn quá mặn, mình phải xin thêm nước lọc để pha loãng ra."
"Món mì trộn hải sản ở đây ăn cũng ổn, hải sản hơi ít.",neutral,1,"món mì trộn hải sản ở đây ăn cũng ổn, hải sản hơi ít."
"Bia ở đây lạnh tê tái, nhậu với đồ ăn nóng là hết ý.",positive,2,"bia ở đây lạnh tê tái, nhậu với đồ ăn nóng là hết ý."
"Nhân viên cứ đứng nhìn chằm chằm khách, ăn uống mất tự nhiên.",negative,0,"nhân viên cứ đứng nhìn chằm chằm khách, ăn uống mất tự nhiên."
"Bánh canh cua đầy ắp cua và giò, nước dùng sánh đậm đà.",positive,2,"bánh canh cua đầy ắp cua và giò, nước dùng sánh đậm đà."
"Không gian quán hơi cũ kỹ, nhìn không được sang trọng.",neutral,1,"không gian quán hơi cũ kỹ, nhìn không được sang trọng."
"Rau sống ở đây không được rửa kĩ, vẫn còn dính đất.",negative,0,"rau sống ở đây không được rửa kĩ, vẫn còn dính đất."
Lẩu riêu cua bắp bò ngon xuất sắc. Lần nào về cũng phải ghé ăn.,positive,2,lẩu riêu cua bắp bò ngon xuất sắc. lần nào về cũng phải ghé ăn.
"Quán này bị tính phí giữ xe, thấy không vui lắm.",negative,0,"quán này bị tính phí giữ xe, thấy không vui lắm."
"Hôm đó gọi trà đào, thấy đào hơi bị mềm, không được giòn.",neutral,1,"hôm đó gọi trà đào, thấy đào hơi bị mềm, không được giòn."
"Quán có chỗ ngồi ngoài trời thoáng mát, đồ ăn ngon mà giá mềm.",positive,2,"quán có chỗ ngồi ngoài trời thoáng mát, đồ ăn ngon mà giá mềm."
"Bánh ngọt ở đây cứ khô khô, ăn cảm giác bị ngấy.",negative,0,"bánh ngọt ở đây cứ khô khô, ăn cảm giác bị ngấy."
"Món hủ tiếu nam vang ăn cũng được, nhưng không đặc sắc.",neutral,1,"món hủ tiếu nam vang ăn cũng được, nhưng không đặc sắc."
"Bún chả giò chiên giòn tan, nước chấm chua ngọt. Ăn một tô là no căng bụng.",positive,2,"bún chả giò chiên giòn tan, nước chấm chua ngọt. ăn một tô là no căng bụng."
Đặt bàn qua điện thoại mà vẫn bị bắt chờ hơn nửa tiếng.,negative,0,đặt bàn qua điện thoại mà vẫn bị bắt chờ hơn nửa tiếng.
"Món cá nướng muối ớt cay xè, ăn rất đã. Dành cho team ăn cay nha.",positive,2,"món cá nướng muối ớt cay xè, ăn rất đã. dành cho team ăn cay nha."
Chỉ mua một chai nước suối mà cũng phải xếp hàng tính tiền.,neutral,1,chỉ mua một chai nước suối mà cũng phải xếp hàng tính tiền.
"Nhân viên tính tiền sai, phải tự kiểm tra lại mới phát hiện ra.",negative,0,"nhân viên tính tiền sai, phải tự kiểm tra lại mới phát hiện ra."
"Phở gà ta ở đây thịt dai, nước dùng ngọt tự nhiên. Rất chất lượng.",positive,2,"phở gà ta ở đây thịt dai, nước dùng ngọt tự nhiên. rất chất lượng."
"Quán quá đông, phải ngồi chung bàn với người lạ, không thoải mái.",negative,0,"quán quá đông, phải ngồi chung bàn với người lạ, không thoải mái."
"Món bò kho ăn hơi bị ngọt, không hợp với khẩu vị miền Bắc.",neutral,1,"món bò kho ăn hơi bị ngọt, không hợp với khẩu vị miền bắc."
"Bánh cuốn ở đây nhân đầy đặn, nước chấm ấm nóng. Tuyệt vời.",positive,2,"bánh cuốn ở đây nhân đầy đặn, nước chấm ấm nóng. tuyệt vời."
"Món ăn có ruồi bu, mất vệ sinh kinh khủng.",negative,0,"món ăn có ruồi bu, mất vệ sinh kinh khủng."
"Quán có không gian yên tĩnh, thích hợp cho ai muốn học bài.",positive,2,"quán có không gian yên tĩnh, thích hợp cho ai muốn học bài."
"Món sườn heo nướng bị cháy đen, ăn đắng ngắt.",negative,0,"món sườn heo nướng bị cháy đen, ăn đắng ngắt."
"Nước ép cam hơi chua, chắc là do cam chưa chín.",neutral,1,"nước ép cam hơi chua, chắc là do cam chưa chín."
"Món ăn dọn ra nhanh, nóng hổi, nhân viên thân thiện.",positive,2,"món ăn dọn ra nhanh, nóng hổi, nhân viên thân thiện."
"Giá cả không được niêm yết rõ ràng, dễ bị 'chặt chém'.",negative,0,"giá cả không được niêm yết rõ ràng, dễ bị chặt chém ."
"Bát đĩa không sạch, nhìn rõ vết bẩn.",negative,0,"bát đĩa không sạch, nhìn rõ vết bẩn."
"Món cơm chiên hải sản rất ngon, hạt cơm tơi, tôm mực tươi.",positive,2,"món cơm chiên hải sản rất ngon, hạt cơm tơi, tôm mực tươi."
"Sốt chấm quá dở, như là nước lã pha bột.",negative,0,"sốt chấm quá dở, như là nước lã pha bột."
"Đồ ăn vặt ở đây cũng được, đa dạng.",neutral,1,"đồ ăn vặt ở đây cũng được, đa dạng."
"Thịt ba chỉ luộc chấm mắm tôm ngon hết sảy, ăn kèm cà pháo giòn tan.",positive,2,"thịt ba chỉ luộc chấm mắm tôm ngon hết sảy, ăn kèm cà pháo giòn tan."
"Nhân viên cứ lơ là, gọi hoài không thấy ai.",negative,0,"nhân viên cứ lơ là, gọi hoài không thấy ai."
"Bánh flan caramen ngon, ngọt vừa, không bị tanh trứng.",positive,2,"bánh flan caramen ngon, ngọt vừa, không bị tanh trứng."
Cốc trà sữa còn dính vết son môi của khách trước.,negative,0,cốc trà sữa còn dính vết son môi của khách trước.
"Quán này chuyên món chay, ăn thanh đạm, dễ ăn.",neutral,1,"quán này chuyên món chay, ăn thanh đạm, dễ ăn."
"Thức uống pha chế đẹp mắt, hương vị độc đáo. Rất sáng tạo.",positive,2,"thức uống pha chế đẹp mắt, hương vị độc đáo. rất sáng tạo."
"Món nem chua rán bị ngấy dầu, ăn vào thấy cổ họng.",negative,0,"món nem chua rán bị ngấy dầu, ăn vào thấy cổ họng."
"Món ếch xào sả ớt ngon, thịt ếch chắc và ngọt.",positive,2,"món ếch xào sả ớt ngon, thịt ếch chắc và ngọt."
"Bánh kem hơi ngọt, ăn nhiều dễ bị ngán.",neutral,1,"bánh kem hơi ngọt, ăn nhiều dễ bị ngán."
Tìm thấy một cái lông trong bát canh.,negative,0,tìm thấy một cái lông trong bát canh.
Chủ quán nhiệt tình tư vấn món mới. Rất có tâm.,positive,2,chủ quán nhiệt tình tư vấn món mới. rất có tâm.
"Quán cho mình khăn lạnh mà không hỏi, rồi tính tiền luôn.",negative,0,"quán cho mình khăn lạnh mà không hỏi, rồi tính tiền luôn."
Món mì spaghetti sốt bò băm ở đây hơi chua.,neutral,1,món mì spaghetti sốt bò băm ở đây hơi chua.
"Ghé quán lúc trưa nắng, được mời ly trà đá mát lạnh. Đã ghê.",positive,2,"ghé quán lúc trưa nắng, được mời ly trà đá mát lạnh. đã ghê."
Phần ăn không đầy đặn như hình quảng cáo trên mạng.,negative,0,phần ăn không đầy đặn như hình quảng cáo trên mạng.
"Món lẩu mắm miền Tây chuẩn vị, thơm nức mũi. Rất đáng thử.",positive,2,"món lẩu mắm miền tây chuẩn vị, thơm nức mũi. rất đáng thử."
Đợi món mang ra thì bàn đã đầy rác.,negative,0,đợi món mang ra thì bàn đã đầy rác.
"Quán này có bán thêm đồ ăn vặt, mua ăn kèm cũng tiện.",neutral,1,"quán này có bán thêm đồ ăn vặt, mua ăn kèm cũng tiện."
"Món cá chép om dưa ngon, cá tươi, dưa chua vừa.",positive,2,"món cá chép om dưa ngon, cá tươi, dưa chua vừa."
Bị tính tiền giữ xe máy quá mắc.,negative,0,bị tính tiền giữ xe máy quá mắc.
"Món dimsum ở đây đa dạng, vỏ mỏng nhân đầy. Rất ngon.",positive,2,"món dimsum ở đây đa dạng, vỏ mỏng nhân đầy. rất ngon."
"Món cà ri gà bị loãng, không thấy vị béo của nước cốt dừa.",negative,0,"món cà ri gà bị loãng, không thấy vị béo của nước cốt dừa."
"Quán ăn có máy lạnh mát mẻ, sạch sẽ.",positive,2,"quán ăn có máy lạnh mát mẻ, sạch sẽ."
"Bánh đa cua Hải Phòng ăn cũng được, nhưng không chuẩn vị lắm.",neutral,1,"bánh đa cua hải phòng ăn cũng được, nhưng không chuẩn vị lắm."
Đi ăn mà phải tự đi lấy chén đũa.,negative,0,đi ăn mà phải tự đi lấy chén đũa.
"Món xôi xéo ở đây vàng ươm, ruốc ngon. Ăn là ghiền.",positive,2,"món xôi xéo ở đây vàng ươm, ruốc ngon. ăn là ghiền."
"Đồ uống làm quá ngọt, uống như nước đường.",negative,0,"đồ uống làm quá ngọt, uống như nước đường."
"Món trà sữa khoai môn thơm, không bị lợ.",positive,2,"món trà sữa khoai môn thơm, không bị lợ."
"Giá cả không quá rẻ, nhưng cũng không quá đắt.",neutral,1,"giá cả không quá rẻ, nhưng cũng không quá đắt."
"Món ăn quá cay, không phù hợp với người không ăn cay được.",negative,0,"món ăn quá cay, không phù hợp với người không ăn cay được."
"Món chả cá Lã Vọng thơm, chấm mắm tôm ngon tuyệt.",positive,2,"món chả cá lã vọng thơm, chấm mắm tôm ngon tuyệt."
Chỗ ngồi ngoài trời bị muỗi đốt.,negative,0,chỗ ngồi ngoài trời bị muỗi đốt.
"Món cơm gà rán ăn cũng ổn, gà không bị khô.",neutral,1,"món cơm gà rán ăn cũng ổn, gà không bị khô."
"Quán có chỗ sạc điện thoại miễn phí, rất tiện.",positive,2,"quán có chỗ sạc điện thoại miễn phí, rất tiện."
Nhân viên làm rơi đồ ăn xuống đất rồi nhặt lên.,negative,0,nhân viên làm rơi đồ ăn xuống đất rồi nhặt lên.
"Bánh bao kim sa chảy nhân, béo ngậy.",positive,2,"bánh bao kim sa chảy nhân, béo ngậy."
Đĩa rau muống xào bị đen.,negative,0,đĩa rau muống xào bị đen.
"Chỉ ghé ăn sáng thôi, thấy cũng tạm ổn.",neutral,1,"chỉ ghé ăn sáng thôi, thấy cũng tạm ổn."
"Lần nào tới ăn cũng thấy ngon miệng, chất lượng luôn được giữ.",positive,2,"lần nào tới ăn cũng thấy ngon miệng, chất lượng luôn được giữ."
"Quán quá ồn ào, không gian rất hẹp.",negative,0,"quán quá ồn ào, không gian rất hẹp."
"Món súp cua ngon, có nấm hương thơm.",positive,2,"món súp cua ngon, có nấm hương thơm."
Bánh tráng cuốn có vị đắng.,negative,0,bánh tráng cuốn có vị đắng.
Đồ ăn tươi nhưng nấu không ngon.,neutral,1,đồ ăn tươi nhưng nấu không ngon.
"Bò né nóng hổi, ăn kèm bánh mì giòn tan.",positive,2,"bò né nóng hổi, ăn kèm bánh mì giòn tan."
Nước lèo quá nhiều bột ngọt.,negative,0,nước lèo quá nhiều bột ngọt.
Quán có nhiều loại topping cho trà sữa.,positive,2,quán có nhiều loại topping cho trà sữa.
Món gỏi cuốn bị khô.,negative,0,món gỏi cuốn bị khô.
Hôm đó ăn hơi bị ít thịt.,neutral,1,hôm đó ăn hơi bị ít thịt.
Sẽ quay lại quán này nhiều lần nữa.,positive,2,sẽ quay lại quán này nhiều lần nữa.
Thái độ nhân viên cau có.,negative,0,thái độ nhân viên cau có.
Món ăn hợp khẩu vị mình.,positive,2,món ăn hợp khẩu vị mình.
Quán hơi khó tìm đường.,neutral,1,quán hơi khó tìm đường.
Lẩu riêu cua bị chua.,negative,0,lẩu riêu cua bị chua.
Cà phê pha đậm đà.,positive,2,cà phê pha đậm đà.
Bàn ghế dính bẩn.,negative,0,bàn ghế dính bẩn.
Món tráng miệng ổn.,neutral,1,món tráng miệng ổn.
Phục vụ tận tình.,positive,2,phục vụ tận tình.
